ticker,company,cik,announced_date,announcement_url,deal_price,acquirer,consideration_notes,price_at_announcement,spread_at_announcement_pct,outcome,outcome_date,outcome_url,days_to_resolution,verified_by_hand,notes,deal_type,acquirer_type
IBRX,"NantKwest, Inc.",0001326110,2020-12-22,https://www.sec.gov/Archives/edgar/data/1326110/000119312520323766/,,,"all-stock merger: NantKwest / ImmunityBio, each ImmunityBio share converts to 0.8190 NantKwest shares (cash only for fractional rounding). No cash buyout of any target. Excluded.",,,EXCLUDED,2021-03-10,https://www.sec.gov/Archives/edgar/data/1326110/000119312521075243/,78,y,"[close audit 2026-09-21] WAS CLOSED, NOT PROVEN: completion-type 8-K but no Form 25/15 in window and issuer kept filing: not a delisted take-out of this issuer (acquirer-side / reverse-merger survivor). | 8-K Item 2.01",,
SPWH,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC.",0001132105,2021-02-05,https://www.sec.gov/Archives/edgar/data/1132105/000110465921013040/,,,,,,PENDING,,,,,no terminal filing after 2050 days,,
TDY,TELEDYNE TECHNOLOGIES INC,0001094285,2021-03-08,https://www.sec.gov/Archives/edgar/data/1094285/000119312521072356/,,,"filer (Teledyne) is the ACQUIRER of FLIR Systems, and consideration is cash+stock ($28.00 cash + 0.0718 Teledyne shares per FLIR share) -- fails direction and cash-only. Also the given 2021-03-08 8-K was a senior-notes-offering filing, not the real Jan 4 2021 announcement. Excluded on three independent grounds.",,,EXCLUDED,2021-05-14,https://www.sec.gov/Archives/edgar/data/1094285/000119312521161542/,67,y,"[close audit 2026-09-21] WAS CLOSED, NOT PROVEN: completion-type 8-K but no Form 25/15 in window and issuer kept filing: not a delisted take-out of this issuer (acquirer-side / reverse-merger survivor). | 8-K Item 2.01",,
MX,MAGNACHIP SEMICONDUCTOR Corp,0001325702,2021-03-29,https://www.sec.gov/Archives/edgar/data/1325702/000119312521097514/,29.00,,"all cash $29.00/share, MagnaChip Semiconductor / Wise Road Capital (South Dearborn Limited, China-linked PE). CFIUS was the central risk from signing (China CITIC Bank standby LC backing the deal) and is what killed it. Committed equity financing at signing, not conditioned on financing. Outside date at signing: 2021-09-25, extendable to 2021-12-25 then 2022-03-25.",20.41,42.09,BROKEN,2021-12-20,https://www.sec.gov/Archives/edgar/data/1325702/000119312521363713/,266,y,"[label audit 2026-09-21] BREAK CONFIRMED, Item 1.02 acc 0001193125-21-363713: Termination and Settlement Agreement, $51M fee; agreement dated 2021-03-25. Old outcome_date 2021-12-13. | worksheet outcome URL was a May 2021 CFIUS-refiling procedural notice, not the termination -- deal was still alive 6.5 more months. Corrected to the real Item 1.02 termination 8-K, filed 2021-12-14, event date 2021-12-13.",All Cash,
SNX,SYNNEX CORP,0001177394,2021-03-22,https://www.sec.gov/Archives/edgar/data/1177394/000119312521089568/,,,consideration is cash+stock (~$1.61B cash + 44M shares for Tiger Parent/Tech Data) and Synnex is structurally the acquirer/surviving entity -- fails cash-only and direction. Worksheet's claimed BROKEN outcome is also false; deal closed Sept 2021 as TD Synnex. Excluded regardless.,,,EXCLUDED,2021-09-02,https://www.sec.gov/Archives/edgar/data/1177394/000119312521264521/,164,y,"[label audit 2026-09-21] WAS BROKEN, NOT A BREAK, NOT A TARGET ROW: SYNNEX was acquirer in Concentrix merger; closed 8-K Item 2.01, acc 0001193125-21-264521. | termination language",,
ELMSQ,Forum Merger III Corp,0001784168,2021-05-07,https://www.sec.gov/Archives/edgar/data/1784168/000121390021025170/,,,,,,CLOSED,2021-06-25,https://www.sec.gov/Archives/edgar/data/1784168/000135445721000712/,49,,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15; still files periodic reports (SPAC/acquirer/debt registrant). | Form 25-NSE,,
HGV,Hilton Grand Vacations Inc.,0001674168,2021-06-15,https://www.sec.gov/Archives/edgar/data/1674168/000119312521190378/,,,,,,EXCLUDED,2021-08-03,https://www.sec.gov/Archives/edgar/data/1674168/000119312521235002/,49,y,"[label audit 2026-09-21] WAS BROKEN, NOT A BREAK, NOT A TARGET ROW: HGV was acquirer of Diamond Resorts; closed 8-K Item 2.01, acc 0001193125-21-235002. | termination language",,
ONDS,Ondas Holdings Inc.,0001646188,2021-07-01,https://www.sec.gov/Archives/edgar/data/1646188/000121390021035290/,,,,,,EXCLUDED,2021-08-09,https://www.sec.gov/Archives/edgar/data/1646188/000121390021040935/,39,,"[close audit 2026-09-21] WAS CLOSED, NOT PROVEN: completion-type 8-K but no Form 25/15 in window and issuer kept filing: not a delisted take-out of this issuer (acquirer-side / reverse-merger survivor). | 8-K Item 2.01",,
SWN,SOUTHWESTERN ENERGY CO,0000007332,2021-07-02,https://www.sec.gov/Archives/edgar/data/7332/000000733221000046/,,,,,,EXCLUDED,2021-09-01,https://www.sec.gov/Archives/edgar/data/7332/000000733221000073/,61,y,"[label audit 2026-09-21] WAS BROKEN, NOT A BREAK, NOT A TARGET ROW: SWN was acquirer of Indigo/GEP; closed 8-K Item 2.01, acc 0000007332-21-000073. | termination language",,
FIVN,"Five9, Inc.",0001288847,2021-07-19,https://www.sec.gov/Archives/edgar/data/1288847/000119312521217962/,,,,,,BROKEN,2021-09-30,https://www.sec.gov/Archives/edgar/data/1288847/000119312521289272/,73,y,"[label audit 2026-09-21] BREAK CONFIRMED, Item 1.02 acc 0001193125-21-289272: stockholders did not approve; mutual termination; agreement dated 2021-07-16. Old outcome_date 2021-10-01. | termination language",,
VTNR,Vertex Energy Inc.,0000890447,2021-03-05,https://www.sec.gov/Archives/edgar/data/890447/000158069521000047/,,,,,,EXCLUDED,2022-04-07,https://www.sec.gov/Archives/edgar/data/890447/000158069522000037/,398,,"[close audit 2026-09-21] WAS CLOSED, NOT PROVEN: Form 25 alone; no completion 8-K and issuer kept filing 10-K/10-Q afterwards. | 8-K Item 2.01",,
GEN,NortonLifeLock Inc.,0000849399,2021-08-10,https://www.sec.gov/Archives/edgar/data/849399/000110465921102969/,,,,,,EXCLUDED,2022-09-12,https://www.sec.gov/Archives/edgar/data/849399/000110465922099111/,398,,"[close audit 2026-09-21] WAS CLOSED, NOT PROVEN: completion-type 8-K but no Form 25/15 in window and issuer kept filing: not a delisted take-out of this issuer (acquirer-side / reverse-merger survivor). | 8-K Item 2.01",,
NOTV,"Inotiv, Inc.",0000720154,2021-09-21,https://www.sec.gov/Archives/edgar/data/720154/000110465921117686/,,,,,,CLOSED,2021-11-05,https://www.sec.gov/Archives/edgar/data/720154/000155837021014866/,45,,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15; still files periodic reports (SPAC/acquirer/debt registrant). | 8-K Item 2.01,,
INOV,"Inovalon Holdings, Inc.",0001619954,2021-10-08,https://www.sec.gov/Archives/edgar/data/1619954/000161995421000126/,,,,,,CLOSED,2021-11-24,https://www.sec.gov/Archives/edgar/data/1619954/000135445721001376/,47,,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,,
ROG,ROGERS CORP,0000084748,2021-11-02,https://www.sec.gov/Archives/edgar/data/84748/000008474821000063/,,,,,,BROKEN,2022-11-01,https://www.sec.gov/Archives/edgar/data/84748/000008474822000037/,364,y,"[label audit 2026-09-21] BREAK CONFIRMED, Item 1.02 acc 0000084748-22-000037: SAMR approval not received by Outside Date; $162.5M regulatory fee; agreement dated 2021-11-01. Old outcome_date 2022-11-03. | termination language",,
IONI,I-ON Digital Corp.,0001580490,2022-01-04,https://www.sec.gov/Archives/edgar/data/1580490/000114036122000520/,,,,,,EXCLUDED,2023-01-23,https://www.sec.gov/Archives/edgar/data/1580490/000114036123002433/,384,,"[close audit 2026-09-21] WAS CLOSED, NOT PROVEN: completion-type 8-K but no Form 25/15 in window and issuer kept filing: not a delisted take-out of this issuer (acquirer-side / reverse-merger survivor). | 8-K Item 2.01",,
BRBR,"BELLRING BRANDS, INC.",0001772016,2021-10-27,https://www.sec.gov/Archives/edgar/data/1772016/000119312521308736/,,,,,,EXCLUDED,2022-03-11,https://www.sec.gov/Archives/edgar/data/1772016/000087666122000271/,135,,"[close audit 2026-09-21] WAS CLOSED, NOT PROVEN: Form 25 alone; no completion 8-K and issuer kept filing 10-K/10-Q afterwards. | Form 25-NSE",,
DSGR,LAWSON PRODUCTS INC/NEW/DE/,0000703604,2022-01-04,https://www.sec.gov/Archives/edgar/data/703604/000119312522001102/,,,,,,EXCLUDED,2022-04-04,https://www.sec.gov/Archives/edgar/data/703604/000119312522095177/,90,y,"[label audit 2026-09-21] WAS BROKEN, NOT A BREAK, NOT A TARGET ROW: Lawson Products was acquirer in DSG merger; closed 8-K Item 2.01, acc 0001193125-22-095177. | termination language",,
NUTX,"Clinigence Holdings, Inc.",0001479681,2021-11-24,https://www.sec.gov/Archives/edgar/data/1479681/000160706221000563/,,,,,,EXCLUDED,2022-04-04,https://www.sec.gov/Archives/edgar/data/1479681/000160706222000244/,131,,"[close audit 2026-09-21] WAS CLOSED, NOT PROVEN: completion-type 8-K but no Form 25/15 in window and issuer kept filing: not a delisted take-out of this issuer (acquirer-side / reverse-merger survivor). | 8-K Item 2.01",,
SWX,"Southwest Gas Holdings, Inc.",0001692115,2021-10-12,https://www.sec.gov/Archives/edgar/data/1692115/000119312521296267/,,,,,,EXCLUDED,2023-01-13,https://www.sec.gov/Archives/edgar/data/1692115/000087666123000048/,458,,[dedupe 2026-09-21] DUPLICATE row of the same deal (same CIK and announced date); counted once on another row. | [close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15; still files periodic reports (SPAC/acquirer/debt registrant). | Form 25-NSE,,
VVX,"Vectrus, Inc.",0001601548,2022-03-08,https://www.sec.gov/Archives/edgar/data/1601548/000160154822000020/,,,,,,EXCLUDED,2022-07-05,https://www.sec.gov/Archives/edgar/data/1601548/000110465922077110/,119,,"[close audit 2026-09-21] WAS CLOSED, NOT PROVEN: completion-type 8-K but no Form 25/15 in window and issuer kept filing: not a delisted take-out of this issuer (acquirer-side / reverse-merger survivor). | 8-K Item 2.01",,
TXMD,"TherapeuticsMD, Inc.",0000025743,2022-06-03,https://www.sec.gov/Archives/edgar/data/25743/000156459022022465/,,,,,,BROKEN,2022-07-13,https://www.sec.gov/Archives/edgar/data/25743/000119312522193376/,40,y,"[close audit 2026-09-21] WAS CLOSED, ACTUALLY BROKE (Item 1.02 acc 0001193125-22-193376): tender offer expired without majority; Company terminated the merger agreement. | 8-K Item 2.01",,
VANI,SECOND SIGHT MEDICAL PRODUCTS INC,0001266806,2022-06-21,https://www.sec.gov/Archives/edgar/data/1266806/000175392622000879/,,,,,,EXCLUDED,2022-09-08,https://www.sec.gov/Archives/edgar/data/1266806/000175392622001240/,79,,"[close audit 2026-09-21] WAS CLOSED, NOT PROVEN: Form 25 alone; no completion 8-K and issuer kept filing 10-K/10-Q afterwards. | Form 25",,
NEOG,NEOGEN CORP,0000711377,2021-12-15,https://www.sec.gov/Archives/edgar/data/711377/000119312521357430/,,,,,,EXCLUDED,2022-09-01,https://www.sec.gov/Archives/edgar/data/711377/000114036122032001/,260,,"[close audit 2026-09-21] WAS CLOSED, NOT PROVEN: completion-type 8-K but no Form 25/15 in window and issuer kept filing: not a delisted take-out of this issuer (acquirer-side / reverse-merger survivor). | 8-K Item 2.01",,
RBCN,"Rubicon Technology, Inc.",0001410172,2022-07-05,https://www.sec.gov/Archives/edgar/data/1410172/000121390022037059/,,,,,,EXCLUDED,2022-12-23,https://www.sec.gov/Archives/edgar/data/1410172/000121390022082632/,171,,[dedupe 2026-09-21] DUPLICATE row of the same deal (same CIK and announced date); counted once on another row. | [close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25,,
PR,"Centennial Resource Development, Inc.",0001658566,2022-05-19,https://www.sec.gov/Archives/edgar/data/1658566/000119312522154483/,,,,,,CLOSED,2022-09-12,https://www.sec.gov/Archives/edgar/data/1658566/000119312522242336/,116,,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15; still files periodic reports (SPAC/acquirer/debt registrant). | Form 25,,
GIGA,GIGA TRONICS INC,0000719274,2021-12-29,https://www.sec.gov/Archives/edgar/data/719274/000143774921029358/,,,,,,EXCLUDED,2022-09-14,https://www.sec.gov/Archives/edgar/data/719274/000095017022018484/,259,,"[close audit 2026-09-21] WAS CLOSED, NOT PROVEN: completion-type 8-K but no Form 25/15 in window and issuer kept filing: not a delisted take-out of this issuer (acquirer-side / reverse-merger survivor). | 8-K Item 2.01",,
SAVE,"Spirit Airlines, Inc.",0001498710,2022-07-28,https://www.sec.gov/Archives/edgar/data/1498710/000119312522204192/,,,,,,BROKEN,2024-03-04,https://www.sec.gov/Archives/edgar/data/1498710/000149871024000124/,585,y,"[close audit 2026-09-21] WAS CLOSED, ACTUALLY BROKE (Item 1.02 acc 0001498710-24-000124): Termination Agreement with JetBlue, $69M paid to Spirit; the 2024-12-05 Form 25 cannot be this merger's close because the merger agreement was terminated 2024-03-04 (cause of that Form 25 not read). | Form 25-NSE",,
SPRY,"Silverback Therapeutics, Inc.",0001671858,2022-07-21,https://www.sec.gov/Archives/edgar/data/1671858/000119312522199246/,,,,,,EXCLUDED,2022-11-08,https://www.sec.gov/Archives/edgar/data/1671858/000119312522280241/,110,y,"[close audit 2026-09-21] WAS CLOSED, NOT PROVEN: completion-type 8-K but no Form 25/15 in window and issuer kept filing: not a delisted take-out of this issuer (acquirer-side / reverse-merger survivor). | [label audit 2026-09-21] WAS BROKEN, NOT A BREAK: reverse merger with ARS Pharma (stock), 8-K Item 2.01, acc 0001193125-22-280241. | termination language",,
SLDB,Solid Biosciences Inc.,0001707502,2022-09-30,https://www.sec.gov/Archives/edgar/data/1707502/000119312522254807/,,,,,,EXCLUDED,2022-12-05,https://www.sec.gov/Archives/edgar/data/1707502/000119312522298016/,66,y,"[label audit 2026-09-21] WAS BROKEN, NOT A BREAK, NOT A TARGET ROW: Solid was acquirer of AavantiBio; closed 8-K Item 2.01, acc 0001193125-22-298016. | termination language",,
CATX,"Isoray, Inc.",0000728387,2022-10-24,https://www.sec.gov/Archives/edgar/data/728387/000143774922024622/,,,,,,EXCLUDED,2023-02-06,https://www.sec.gov/Archives/edgar/data/728387/000143774923002543/,105,,"[close audit 2026-09-21] WAS CLOSED, NOT PROVEN: completion-type 8-K but no Form 25/15 in window and issuer kept filing: not a delisted take-out of this issuer (acquirer-side / reverse-merger survivor). | 8-K Item 2.01",,
TALO,TALOS ENERGY INC.,0001724965,2022-12-27,https://www.sec.gov/Archives/edgar/data/1724965/000119312522312634/,,,,,,EXCLUDED,2024-12-18,https://www.sec.gov/Archives/edgar/data/1724965/000087666124001187/,722,,[dedupe 2026-09-21] DUPLICATE row of the same deal (same CIK and announced date); counted once on another row. | [close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15; still files periodic reports (SPAC/acquirer/debt registrant). | Form 25-NSE,,
CALC,"GRAYBUG VISION, INC.",0001534133,2023-02-09,https://www.sec.gov/Archives/edgar/data/1534133/000119312523030003/,,,,,,EXCLUDED,2023-02-16,https://www.sec.gov/Archives/edgar/data/1534133/000119312523041092/,7,,[label audit 2026-09-21] DUPLICATE row (same CIK and deal as an earlier row); was BROKEN. | termination language,,
DMKPQ,Adamis Pharmaceuticals Corp,0000887247,2023-03-17,https://www.sec.gov/Archives/edgar/data/887247/000138713123003545/,,,,,,EXCLUDED,2024-03-21,https://www.sec.gov/Archives/edgar/data/887247/000135445724000194/,370,,[dedupe 2026-09-21] DUPLICATE row of the same deal (same CIK and announced date); counted once on another row. | [close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,,
DTGI,"Digerati Technologies, Inc.",0001014052,2023-03-14,https://www.sec.gov/Archives/edgar/data/1014052/000121390023019905/,,,,,,PENDING,,,,,no terminal filing after 1283 days,,
DM,"Desktop Metal, Inc.",0001754820,2023-05-30,https://www.sec.gov/Archives/edgar/data/1754820/000110465923065705/,,,,,,BROKEN,2023-09-28,https://www.sec.gov/Archives/edgar/data/1754820/000110465923105007/,121,y,"[close audit 2026-09-21] WAS CLOSED, ACTUALLY BROKE (Item 1.02 acc 0001104659-23-105007): Stratasys shareholders did not approve; Stratasys sent notice of termination. | Form 25-NSE",,
NYC,American Strategic Investment Co.,0001595527,2023-05-30,https://www.sec.gov/Archives/edgar/data/1595527/000110465923066185/,,,,,,PENDING,,,,,no terminal filing after 1206 days,,
FLEX,FLEX LTD.,0000866374,2023-10-25,https://www.sec.gov/Archives/edgar/data/866374/000086637423000063/,,,,,,EXCLUDED,2024-01-02,https://www.sec.gov/Archives/edgar/data/866374/000086637424000005/,69,,"[close audit 2026-09-21] WAS CLOSED, NOT PROVEN: completion-type 8-K but no Form 25/15 in window and issuer kept filing: not a delisted take-out of this issuer (acquirer-side / reverse-merger survivor). | 8-K Item 2.01",,
STI,Nubia Brand International Corp.,0001881551,2023-10-16,https://www.sec.gov/Archives/edgar/data/1881551/000101376223003931/,,,,,,EXCLUDED,2024-02-02,https://www.sec.gov/Archives/edgar/data/1881551/000135445724000046/,109,,[dedupe 2026-09-21] DUPLICATE row of the same deal (same CIK and announced date); counted once on another row. | [close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15; still files periodic reports (SPAC/acquirer/debt registrant). | Form 25-NSE,,
CRLKP,SP Plus Corp,0001059262,2023-10-05,https://www.sec.gov/Archives/edgar/data/1059262/000119312523251150/,,,,,,EXCLUDED,2024-05-16,https://www.sec.gov/Archives/edgar/data/1059262/000135445724000351/,224,,[dedupe 2026-09-21] DUPLICATE row of the same deal (same CIK and announced date); counted once on another row. | [close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,,
SNWV,"SANUWAVE Health, Inc.",0001417663,2023-08-23,https://www.sec.gov/Archives/edgar/data/1417663/000114036123041023/,,,,,,EXCLUDED,2023-09-25,https://www.sec.gov/Archives/edgar/data/1417663/000114036123045100/,33,,[label audit 2026-09-21] DUPLICATE row (same CIK and deal as an earlier row); was BROKEN. | termination language,,
JVA,COFFEE HOLDING CO INC,0001007019,2024-01-04,https://www.sec.gov/Archives/edgar/data/1007019/000149315224001093/,,,,,,EXCLUDED,2024-06-24,https://www.sec.gov/Archives/edgar/data/1007019/000149315224024882/,172,,[label audit 2026-09-21] DUPLICATE row (same CIK and deal as an earlier row); was BROKEN. | termination language,,
VIASP,"Via Renewables, Inc.",0001606268,2024-01-02,https://www.sec.gov/Archives/edgar/data/1606268/000165495424000016/,,,,,,CLOSED,2024-06-13,https://www.sec.gov/Archives/edgar/data/1606268/000135445724000404/,163,,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15; still files periodic reports (SPAC/acquirer/debt registrant). | Form 25-NSE,,
FANG,"Diamondback Energy, Inc.",0001539838,2024-03-06,https://www.sec.gov/Archives/edgar/data/1539838/000114036124011751/,,,,,,EXCLUDED,2024-09-10,https://www.sec.gov/Archives/edgar/data/1539838/000114036124040726/,188,,"[close audit 2026-09-21] WAS CLOSED, NOT PROVEN: completion-type 8-K but no Form 25/15 in window and issuer kept filing: not a delisted take-out of this issuer (acquirer-side / reverse-merger survivor). | 8-K Item 2.01",,
ANSS,ANSYS INC,0001013462,2024-01-16,https://www.sec.gov/Archives/edgar/data/1013462/000119312524008112/,,,,,,EXCLUDED,2025-07-17,https://www.sec.gov/Archives/edgar/data/1013462/000135445725000689/,548,,[dedupe 2026-09-21] DUPLICATE row of the same deal (same CIK and announced date); counted once on another row. | [close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,,
TEL,TE Connectivity Ltd.,0001385157,2024-03-18,https://www.sec.gov/Archives/edgar/data/1385157/000110465924035560/,,,,,,EXCLUDED,2024-09-30,https://www.sec.gov/Archives/edgar/data/1385157/000087666124000890/,196,,"[close audit 2026-09-21] WAS CLOSED, NOT PROVEN: Form 25 alone; no completion 8-K and issuer kept filing 10-K/10-Q afterwards. | Form 25-NSE",,
HES,HESS CORP,0000004447,2023-10-23,https://www.sec.gov/Archives/edgar/data/4447/000119312523260801/,,,,,,EXCLUDED,2025-07-18,https://www.sec.gov/Archives/edgar/data/4447/000087666125000523/,634,,[dedupe 2026-09-21] DUPLICATE row of the same deal (same CIK and announced date); counted once on another row. | [close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,,
HMST,"HomeStreet, Inc.",0001518715,2024-04-30,https://www.sec.gov/Archives/edgar/data/1518715/000151871524000108/,,,,,,BROKEN,2024-11-18,https://www.sec.gov/Archives/edgar/data/1518715/000151871524000184/,202,y,"[close audit 2026-09-21] WAS CLOSED, ACTUALLY BROKE (Item 1.02 acc 0001518715-24-000184): mutual termination with FirstSun (deal originally announced 2024-01-16); HomeStreet remained public. | 8-K Item 2.01",,
MRDB,MariaDB plc,0001929589,2024-01-11,https://www.sec.gov/Archives/edgar/data/1929589/000192958924000004/,,,,,,EXCLUDED,2024-08-26,https://www.sec.gov/Archives/edgar/data/1929589/000087666124000803/,228,,[dedupe 2026-09-21] DUPLICATE row of the same deal (same CIK and announced date); counted once on another row. | [close audit 2026-09-21] close CONFIRMED: Form 25/15 and no later periodic filings (genuine delisting); no closing-language 8-K matched. | Form 25-NSE,,
ELYM,"Eliem Therapeutics, Inc.",0001768446,2024-04-11,https://www.sec.gov/Archives/edgar/data/1768446/000119312524092520/,,,,,,EXCLUDED,2024-06-27,https://www.sec.gov/Archives/edgar/data/1768446/000119312524170599/,77,,"[close audit 2026-09-21] WAS CLOSED, NOT PROVEN: completion-type 8-K but no Form 25/15 in window and issuer kept filing: not a delisted take-out of this issuer (acquirer-side / reverse-merger survivor). | 8-K Item 2.01",,
EQTNP,Equitrans Midstream Corp,0001747009,2024-03-11,https://www.sec.gov/Archives/edgar/data/1747009/000110465924032682/,,,,,,EXCLUDED,2024-07-22,https://www.sec.gov/Archives/edgar/data/1747009/000087666124000595/,133,,[dedupe 2026-09-21] DUPLICATE row of the same deal (same CIK and announced date); counted once on another row. | [close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,,
MGRC,MCGRATH RENTCORP,0000752714,2024-01-29,https://www.sec.gov/Archives/edgar/data/752714/000119312524017316/,,,,,,EXCLUDED,2024-02-22,https://www.sec.gov/Archives/edgar/data/752714/000119312524041695/,24,,[label audit 2026-09-21] DUPLICATE row (same CIK and deal as an earlier row); was BROKEN. | termination language,,
MTTR,"Matterport, Inc./DE",0001819394,2024-04-22,https://www.sec.gov/Archives/edgar/data/1819394/000110465924049761/,,,,,,EXCLUDED,2025-02-28,https://www.sec.gov/Archives/edgar/data/1819394/000135445725000149/,312,,[dedupe 2026-09-21] DUPLICATE row of the same deal (same CIK and announced date); counted once on another row. | [close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,,
TRXDW,"ASENSUS SURGICAL, INC.",0000876378,2024-06-07,https://www.sec.gov/Archives/edgar/data/876378/000143774924019546/,,,,,,EXCLUDED,2024-08-22,https://www.sec.gov/Archives/edgar/data/876378/000114331324000087/,76,,[dedupe 2026-09-21] DUPLICATE row of the same deal (same CIK and announced date); counted once on another row. | [close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,,
SRCL,STERICYCLE INC,0000861878,2024-06-03,https://www.sec.gov/Archives/edgar/data/861878/000119312524152384/,,,,,,CLOSED,2024-11-04,https://www.sec.gov/Archives/edgar/data/861878/000135445724000847/,154,,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,,
ALE,ALLETE INC,0000066756,2024-05-06,https://www.sec.gov/Archives/edgar/data/66756/000006675624000034/,,,,,,CLOSED,2025-12-15,https://www.sec.gov/Archives/edgar/data/66756/000087666125000967/,588,,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,,
TLRS,Timberline Resources Corp,0001288750,2024-04-16,https://www.sec.gov/Archives/edgar/data/1288750/000165495424004660/,,,,,,CLOSED,2024-08-19,https://www.sec.gov/Archives/edgar/data/1288750/000165495424010912/,125,,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | 8-K Item 2.01,,
IBTX,"Independent Bank Group, Inc.",0001564618,2024-05-20,https://www.sec.gov/Archives/edgar/data/1564618/000114036124026773/,,,,,,CLOSED,2025-01-02,https://www.sec.gov/Archives/edgar/data/1564618/000135445725000001/,227,,[close audit 2026-09-21] close CONFIRMED: Form 25/15 and no later periodic filings (genuine delisting); no closing-language 8-K matched. | Form 25-NSE,,
SILK,Silk Road Medical Inc,0001397702,2024-06-18,https://www.sec.gov/Archives/edgar/data/1397702/000110465924072846/,,,,,,CLOSED,2024-09-17,https://www.sec.gov/Archives/edgar/data/1397702/000135445724000684/,91,,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,,
MRO,MARATHON OIL CORP,0000101778,2024-05-29,https://www.sec.gov/Archives/edgar/data/101778/000119312524148638/,,,,,,CLOSED,2024-11-22,https://www.sec.gov/Archives/edgar/data/101778/000087666124001100/,177,,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,,
HMNF,HMN FINANCIAL INC,0000921183,2024-05-15,https://www.sec.gov/Archives/edgar/data/921183/000110465924061634/,,,,,,CLOSED,2024-10-10,https://www.sec.gov/Archives/edgar/data/921183/000135445724000753/,148,,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,,
ALIM,ALIMERA SCIENCES INC,0001267602,2024-07-23,https://www.sec.gov/Archives/edgar/data/1267602/000143774924023285/,,,,,,CLOSED,2024-09-16,https://www.sec.gov/Archives/edgar/data/1267602/000135445724000679/,55,,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,,
AAN,"Aaron's Company, Inc.",0001821393,2024-06-17,https://www.sec.gov/Archives/edgar/data/1821393/000119312524162017/,,,,,,CLOSED,2024-10-04,https://www.sec.gov/Archives/edgar/data/1821393/000087666124000916/,109,,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,,
VAPO,VAPOTHERM INC,0001253176,2024-06-20,https://www.sec.gov/Archives/edgar/data/1253176/000143774924020688/,,,,,,CLOSED,2024-09-20,https://www.sec.gov/Archives/edgar/data/1253176/000143774924029654/,92,,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | 8-K Item 2.01,,
AGR,"Avangrid, Inc.",0001634997,2024-05-17,https://www.sec.gov/Archives/edgar/data/1634997/000119312524141591/,,,,,,CLOSED,2024-12-23,https://www.sec.gov/Archives/edgar/data/1634997/000114336224000406/,220,,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,,
GTHX,"G1 Therapeutics, Inc.",0001560241,2024-08-20,https://www.sec.gov/Archives/edgar/data/1560241/000119312524203606/,,,,,,CLOSED,2024-09-18,https://www.sec.gov/Archives/edgar/data/1560241/000135445724000689/,29,,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,,
INFN,Infinera Corp,0001138639,2024-08-12,https://www.sec.gov/Archives/edgar/data/1138639/000119312524198329/,,,,,,CLOSED,2025-02-28,https://www.sec.gov/Archives/edgar/data/1138639/000135445725000146/,200,,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,,
